entry_time,exit_time,stance,entry_spot,exit_spot,strike_long,strike_short1,strike_short2,net_pnl_pts,net_pnl_rs,cum_pnl,peak,drawdown
2025-06-26 09:20,2025-07-03 15:20,PUT_CALENDAR,25306.05,25396.0,25000,25150,24700,396.8850788581449,25797.530125779416,38733.03670355022,38733.03670355022,0.0
2025-07-08 09:20,2025-07-15 15:20,PUT_CALENDAR,25465.85,25205.3,25150,25300,24850,668.537503239635,43454.937710576276,39401.57420678985,39401.57420678985,0.0
2025-07-17 09:20,2025-07-24 15:20,PUT_CALENDAR,25201.85,25058.5,24900,25050,24600,629.5769211616935,40922.499875510075,40031.15112795155,40031.15112795155,0.0
2025-07-29 09:20,2025-08-05 15:20,PUT_CALENDAR,24664.45,24667.1,24350,24500,24050,445.44453753313246,28953.89493965361,40476.59566548468,40476.59566548468,0.0
2025-08-07 09:20,2025-08-14 15:20,PUT_CALENDAR,24516.3,24630.8,24200,24350,23900,341.6218614816189,22205.420996305227,40818.2175269663,40818.2175269663,0.0
2025-08-19 09:20,2025-08-26 15:20,PUT_CALENDAR,24904.45,24703.65,24600,24750,24300,636.5482559621578,41375.63663754026,41454.76578292846,41454.76578292846,0.0
2025-08-28 09:20,2025-09-04 15:20,PUT_CALENDAR,24575.5,24738.75,24300,24450,24000,338.5170208025511,22003.60635216582,41793.28280373101,41793.28280373101,0.0
2025-09-09 09:20,2025-09-16 15:20,PUT_CALENDAR,24857.0,25236.7,24550,24700,24250,179.72686479270214,11682.246211525639,41973.009668523715,41973.009668523715,0.0
2025-09-18 09:20,2025-09-25 15:20,PUT_CALENDAR,25403.25,24893.9,25100,25250,24800,783.011670693837,50895.7585950994,42756.02133921755,42756.02133921755,0.0
2025-09-30 09:20,2025-10-08 15:20,PUT_CALENDAR,24722.9,25041.35,24400,24550,24100,201.60638559560812,13104.415063714529,42957.62772481316,42957.62772481316,0.0
2025-10-09 09:20,2025-10-16 15:20,PUT_CALENDAR,25083.35,25571.3,24800,24950,24500,142.08959233794303,9235.823501966297,43099.7173171511,43099.7173171511,0.0
2025-10-21 13:45,2025-10-29 15:20,PUT_CALENDAR,25924.05,26061.75,25600,25750,25300,362.352591782962,23552.91846589253,43462.06990893406,43462.06990893406,0.0
2025-10-30 09:20,2025-11-07 15:20,PUT_CALENDAR,25982.4,25502.25,25700,25850,25400,799.6051732230189,51974.33625949623,44261.67508215708,44261.67508215708,0.0
